,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Police Precinct,year
4605,60271006,02/08/2024 12:29:48 PM,02/10/2024 03:59:58 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11411.0,218-22 118 AVENUE,118 AVENUE,218 STREET,219 STREET,218 STREET,219 STREET,ADDRESS,CAMBRIA HEIGHTS,118 AVENUE,,Closed,,The Department of Sanitation removed the items.,02/09/2024 11:39:57 AM,13 QUEENS,4127550079.0,QUEENS,1055636.0,192245.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.69405698047887,-73.74257239422798,"(40.69405698047887, -73.74257239422798)",15311.0,63.0,3.0,6.0,63.0,63.0,2024
4607,60274606,02/08/2024 11:30:59 AM,02/09/2024 03:09:25 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11356.0,20 AVENUE,20 AVENUE,20 AVENUE,130 STREET,20 AVENUE,130 STREET,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,02/09/2024 12:39:26 AM,07 QUEENS,,QUEENS,1028921.0,224104.0,PHONE,Unspecified,QUEENS,,,,,,,,40.78167705712316,-73.83869847365918,"(40.78167705712316, -73.83869847365918)",14191.0,22.0,3.0,20.0,67.0,67.0,2024
4609,60272171,02/08/2024 10:26:52 AM,02/09/2024 03:39:25 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11362.0,65-15 DOUGLASTON PARKWAY,DOUGLASTON PARKWAY,65 AVENUE,66 AVENUE,65 AVENUE,66 AVENUE,ADDRESS,LITTLE NECK,DOUGLASTON PARKWAY,,Closed,,The Department of Sanitation removed the items.,02/09/2024 03:48:37 AM,11 QUEENS,4082870005.0,QUEENS,1055948.0,213523.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.752457160066015,-73.7412206075925,"(40.752457160066015, -73.7412206075925)",14197.0,26.0,3.0,16.0,69.0,69.0,2024
4630,60258510,02/07/2024 08:23:04 PM,02/21/2024 01:53:19 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10309.0,741 BLOOMINGDALE ROAD,BLOOMINGDALE ROAD,MASON BOULEVARD,LORRAINE LOOP,MASON BOULEVARD,LORRAINE LOOP,ADDRESS,STATEN ISLAND,BLOOMINGDALE ROAD,,Closed,,The Department of Sanitation cleaned the location.,02/08/2024 01:21:37 PM,03 STATEN ISLAND,5070800001.0,STATEN ISLAND,923453.0,137448.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.543730197142175,-74.21874894560666,"(40.543730197142175, -74.21874894560666)",10696.0,15.0,1.0,9.0,77.0,77.0,2024
4643,60257224,02/07/2024 02:03:17 PM,02/09/2024 04:12:55 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11368.0,99-01 34 AVENUE,34 AVENUE,99 STREET,100 STREET,99 STREET,100 STREET,ADDRESS,CORONA,34 AVENUE,,Closed,,The Department of Sanitation removed the items.,02/07/2024 10:32:26 PM,03 QUEENS,4017140018.0,QUEENS,1020539.0,214523.0,PHONE,Unspecified,QUEENS,,,,,,,,40.755418120036246,-73.86901653263756,"(40.755418120036246, -73.86901653263756)",14510.0,65.0,3.0,21.0,73.0,73.0,2024
4647,60263619,02/07/2024 12:18:19 PM,02/09/2024 04:12:38 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11368.0,34-54 99 STREET,99 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,CORONA,99 STREET,,Closed,,The Department of Sanitation removed the items.,02/07/2024 10:33:58 PM,03 QUEENS,,QUEENS,1020534.0,214222.0,PHONE,Unspecified,QUEENS,,,,,,,,40.75459197302398,-73.869036204188,"(40.75459197302398, -73.869036204188)",14510.0,65.0,3.0,21.0,73.0,73.0,2024
4702,60238950,02/05/2024 08:40:03 AM,02/05/2024 10:35:22 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10309.0,717 BLOOMINGDALE ROAD,BLOOMINGDALE ROAD,MASON BOULEVARD,LORRAINE LOOP,MASON BOULEVARD,LORRAINE LOOP,ADDRESS,STATEN ISLAND,BLOOMINGDALE ROAD,,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",02/05/2024 10:35:21 PM,03 STATEN ISLAND,5070790008.0,STATEN ISLAND,923510.0,137264.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.54322554396145,-74.21854220752296,"(40.54322554396145, -74.21854220752296)",10696.0,15.0,1.0,9.0,77.0,77.0,2024
4713,60231444,02/04/2024 09:04:49 PM,02/05/2024 01:52:09 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10314.0,GADSEN PLACE,GADSEN PLACE,GADSEN PLACE,SAXON AVENUE,GADSEN PLACE,SAXON AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,02/05/2024 01:06:07 PM,02 STATEN ISLAND,,STATEN ISLAND,939879.0,155702.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.59393116926865,-74.15976778079111,"(40.59393116926865, -74.15976778079111)",10700.0,30.0,1.0,9.0,75.0,75.0,2024
4746,60223252,02/03/2024 10:14:04 AM,02/03/2024 02:38:10 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11365.0,183-08 64 AVENUE,64 AVENUE,183 STREET,184 STREET,183 STREET,184 STREET,ADDRESS,FRESH MEADOWS,64 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,02/03/2024 11:10:25 AM,08 QUEENS,4070900003.0,QUEENS,1042409.0,208203.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.73795455045448,-73.79013267709621,"(40.73795455045448, -73.79013267709621)",14507.0,25.0,3.0,24.0,65.0,65.0,2024
4747,60223253,02/03/2024 09:45:17 AM,02/03/2024 02:38:04 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11365.0,183-12 64 AVENUE,64 AVENUE,183 STREET,184 STREET,183 STREET,184 STREET,ADDRESS,FRESH MEADOWS,64 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,02/03/2024 11:09:10 AM,08 QUEENS,4070900005.0,QUEENS,1042416.0,208205.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.73795999390917,-73.79010740033137,"(40.73795999390917, -73.79010740033137)",14507.0,25.0,3.0,24.0,65.0,65.0,2024
4755,60219127,02/02/2024 03:48:42 PM,02/03/2024 02:37:02 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11432.0,82-63 164 PLACE,164 PLACE,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 PLACE,,Closed,,The Department of Sanitation cleaned the location.,02/03/2024 10:44:02 AM,08 QUEENS,4070440024.0,QUEENS,1039083.0,200782.0,PHONE,Unspecified,QUEENS,,,,,,,,40.717607012749525,-73.80219500823546,"(40.717607012749525, -73.80219500823546)",24340.0,25.0,3.0,24.0,65.0,65.0,2024
4777,60209634,02/01/2024 08:53:41 PM,02/02/2024 01:24:30 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10302.0,74 ALBION PLACE,ALBION PLACE,HEBERTON AVENUE,PORT RICHMOND AVENUE,HEBERTON AVENUE,PORT RICHMOND AVENUE,ADDRESS,STATEN ISLAND,ALBION PLACE,,Closed,,The Department of Sanitation removed the items.,02/02/2024 11:48:31 AM,01 STATEN ISLAND,5010370030.0,STATEN ISLAND,947007.0,170219.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.633810107913554,-74.13418192512017,"(40.633810107913554, -74.13418192512017)",10370.0,4.0,1.0,13.0,75.0,75.0,2024
4790,60205750,02/01/2024 10:25:57 AM,02/02/2024 08:25:57 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10302.0,81 ALBION PLACE,ALBION PLACE,HEBERTON AVENUE,PORT RICHMOND AVENUE,HEBERTON AVENUE,PORT RICHMOND AVENUE,ADDRESS,STATEN ISLAND,ALBION PLACE,,Closed,,The Department of Sanitation removed the items.,02/01/2024 04:35:15 PM,01 STATEN ISLAND,5010360062.0,STATEN ISLAND,947026.0,170213.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63379371907074,-74.13411343747939,"(40.63379371907074, -74.13411343747939)",10370.0,4.0,1.0,13.0,75.0,75.0,2024
4793,60208370,02/01/2024 09:50:38 AM,02/02/2024 04:47:02 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11215.0,543 20 STREET,20 STREET,PROSPECT PARK WEST,10 AVENUE,PROSPECT PARK WEST,10 AVENUE,ADDRESS,BROOKLYN,20 STREET,,Closed,,The Department of Sanitation cleaned the location.,02/01/2024 02:00:39 PM,07 BROOKLYN,3008890001.0,BROOKLYN,989116.0,178152.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65566144004216,-73.9824626678798,"(40.65566144004216, -73.9824626678798)",17617.0,9.0,2.0,7.0,45.0,45.0,2024
4799,60201678,02/01/2024 08:43:36 AM,02/01/2024 12:59:44 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11375.0,72 AVENUE,72 AVENUE,72 AVENUE,UNION TURNPIKE,72 AVENUE,UNION TURNPIKE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,02/01/2024 12:34:54 PM,06 QUEENS,,QUEENS,1026231.0,197416.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70843848029657,-73.84857829646248,"(40.70843848029657, -73.84857829646248)",14786.0,38.0,3.0,34.0,60.0,60.0,2024
4802,60210964,02/01/2024 07:55:56 AM,02/02/2024 04:47:07 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11218.0,20 STREET,20 STREET,20 STREET,MCDONALD AVENUE,20 STREET,MCDONALD AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,02/01/2024 02:07:11 PM,07 BROOKLYN,,BROOKLYN,989301.0,178001.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6552468744987,-73.98179603080018,"(40.6552468744987, -73.98179603080018)",17620.0,9.0,2.0,7.0,45.0,45.0,2024
4832,60191335,01/31/2024 09:01:23 AM,02/08/2024 02:30:34 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10473.0,MORRISON AVENUE,MORRISON AVENUE,MORRISON AVENUE,STORY AVENUE,MORRISON AVENUE,STORY AVENUE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,02/01/2024 05:31:22 AM,09 BRONX,,BRONX,1019402.0,238889.0,PHONE,Unspecified,BRONX,,,,,,,,40.82230077309176,-73.87299296026107,"(40.822300773091754, -73.87299296026107)",11611.0,58.0,5.0,43.0,26.0,26.0,2024
4833,60193854,01/31/2024 08:49:56 AM,02/02/2024 01:47:51 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11420.0,135-31 123 STREET,123 STREET,135 AVENUE,149 AVENUE,135 AVENUE,149 AVENUE,ADDRESS,SOUTH OZONE PARK,123 STREET,,Closed,,The Department of Sanitation removed the items.,02/01/2024 06:06:05 AM,10 QUEENS,4118570016.0,QUEENS,1035194.0,183224.0,PHONE,Unspecified,QUEENS,,,,,,,,40.6694377224876,-73.8163569608992,"(40.669437722487594, -73.8163569608992)",24016.0,62.0,3.0,46.0,64.0,64.0,2024
4837,60193853,01/31/2024 08:37:23 AM,02/02/2024 11:12:42 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10312.0,4945 AMBOY ROAD,AMBOY ROAD,FORNES PLACE,HILLIS STREET,FORNES PLACE,HILLIS STREET,ADDRESS,STATEN ISLAND,AMBOY ROAD,,Closed,,The Department of Sanitation removed the items.,02/01/2024 12:19:01 PM,03 STATEN ISLAND,5062400135.0,STATEN ISLAND,935443.0,134977.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.5370218605802,-74.17559096954268,"(40.5370218605802, -74.17559096954268)",10699.0,15.0,1.0,9.0,77.0,77.0,2024
4868,60185899,01/30/2024 07:07:46 AM,02/06/2024 03:11:09 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10465.0,2752 MILES AVENUE,MILES AVENUE,HUNTINGTON AVENUE,BRINSMADE AVENUE,HUNTINGTON AVENUE,BRINSMADE AVENUE,ADDRESS,BRONX,MILES AVENUE,,Closed,,The Department of Sanitation cleaned the location.,01/30/2024 11:21:44 AM,10 BRONX,2055940001.0,BRONX,1033491.0,237001.0,PHONE,Unspecified,BRONX,,,,,,,,40.81705145171493,-73.82210222891354,"(40.81705145171493, -73.82210222891354)",11274.0,43.0,5.0,12.0,28.0,28.0,2024
4872,60176407,01/29/2024 10:11:13 PM,02/05/2024 10:08:29 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10016.0,EAST   40 STREET,EAST   40 STREET,EAST   40 STREET,TUNNEL EXIT STREET,EAST   40 STREET,TUNNEL EXIT STREET,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,01/30/2024 06:42:32 AM,06 MANHATTAN,,MANHATTAN,991311.0,212201.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.74911646752837,-73.97451606701125,"(40.749116467528374, -73.97451606701125)",12078.0,71.0,4.0,51.0,9.0,9.0,2024
4896,60171070,01/29/2024 10:15:13 AM,01/31/2024 02:49:21 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10310.0,1762 RICHMOND TERRACE,RICHMOND TERRACE,TAYLOR STREET,DONGAN STREET,TAYLOR STREET,DONGAN STREET,ADDRESS,STATEN ISLAND,RICHMOND TERRACE,,Closed,,The Department of Sanitation removed the items.,01/29/2024 08:11:45 PM,01 STATEN ISLAND,5001990029.0,STATEN ISLAND,949748.0,171586.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.637573328695645,-74.12431344422765,"(40.637573328695645, -74.12431344422765)",10697.0,4.0,1.0,13.0,74.0,74.0,2024
4903,60177771,01/29/2024 08:32:43 AM,01/29/2024 01:17:20 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11102.0,CRESCENT STREET,CRESCENT STREET,CRESCENT STREET,30 DRIVE,CRESCENT STREET,30 DRIVE,INTERSECTION,,,,Closed,,The Department of Sanitation removed the items.,01/29/2024 12:59:53 PM,01 QUEENS,,QUEENS,1004758.0,218631.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76674420670858,-73.92596475282176,"(40.76674420670858, -73.92596475282176)",16859.0,39.0,3.0,4.0,72.0,72.0,2024
4904,60176419,01/29/2024 06:12:54 AM,01/29/2024 01:17:06 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11102.0,30-44 CRESCENT STREET,CRESCENT STREET,30 ROAD,30 DRIVE,30 ROAD,30 DRIVE,ADDRESS,ASTORIA,CRESCENT STREET,,Closed,,The Department of Sanitation removed the items.,01/29/2024 01:00:18 PM,01 QUEENS,4005710045.0,QUEENS,1004839.0,218869.0,PHONE,Unspecified,QUEENS,,,,,,,,40.76739726651783,-73.92567160851341,"(40.76739726651783, -73.92567160851341)",16859.0,39.0,3.0,4.0,72.0,72.0,2024
4907,60163845,01/28/2024 08:22:43 PM,02/02/2024 01:30:25 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11435.0,106-43 WALTHAM STREET,WALTHAM STREET,TUSKEGEE AIRMEN WAY,107 AVENUE,TUSKEGEE AIRMEN WAY,107 AVENUE,ADDRESS,JAMAICA,WALTHAM STREET,,Closed,,The Department of Sanitation removed the items.,01/29/2024 07:12:35 AM,12 QUEENS,4100880003.0,QUEENS,1038945.0,192069.0,PHONE,Unspecified,QUEENS,,,,,,,,40.6936927962452,-73.80276360040949,"(40.6936927962452, -73.80276360040949)",24670.0,41.0,3.0,46.0,61.0,61.0,2024
4928,60164738,01/28/2024 08:02:41 AM,01/31/2024 02:49:41 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10314.0,18 HAWTHORNE AVENUE,HAWTHORNE AVENUE,WATCHOGUE ROAD,CASWELL AVENUE,WATCHOGUE ROAD,CASWELL AVENUE,ADDRESS,STATEN ISLAND,HAWTHORNE AVENUE,,Closed,,The Department of Sanitation removed the items.,01/29/2024 08:15:10 PM,01 STATEN ISLAND,5015010122.0,STATEN ISLAND,943382.0,163857.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.61633179328768,-74.14720380983282,"(40.61633179328768, -74.14720380983282)",10700.0,4.0,1.0,14.0,75.0,75.0,2024
4946,60161167,01/27/2024 10:30:14 AM,01/29/2024 02:06:01 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10306.0,254 10 STREET,10 STREET,CANNON BOULEVARD,RENO AVENUE,CANNON BOULEVARD,RENO AVENUE,ADDRESS,STATEN ISLAND,10 STREET,,Closed,,The Department of Sanitation cleaned the location.,01/27/2024 12:21:52 PM,02 STATEN ISLAND,5042500005.0,STATEN ISLAND,951116.0,145973.0,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5672761429669,-74.11925879610736,"(40.567276142966904, -74.11925879610736)",10693.0,30.0,1.0,14.0,76.0,76.0,2024
4955,60146578,01/26/2024 04:02:28 PM,01/27/2024 02:23:42 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11362.0,48-06 DOUGLASTON PARKWAY,DOUGLASTON PARKWAY,CAROLINA ROAD,BARROWS COURT,CAROLINA ROAD,BARROWS COURT,ADDRESS,LITTLE NECK,DOUGLASTON PARKWAY,,Closed,,The Department of Sanitation removed the items.,01/27/2024 04:33:30 AM,11 QUEENS,4081700016.0,QUEENS,1055497.0,216812.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7614882326068,-73.74281353803022,"(40.761488232606794, -73.74281353803022)",14197.0,26.0,3.0,20.0,69.0,69.0,2024
4963,60151756,01/26/2024 01:07:54 PM,01/27/2024 02:30:09 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11429.0,209-14 110 AVENUE,110 AVENUE,209 PLACE,212 STREET,209 PLACE,212 STREET,ADDRESS,QUEENS VILLAGE,110 AVENUE,,Closed,,The Department of Sanitation removed the items.,01/27/2024 10:47:42 AM,13 QUEENS,4111220008.0,QUEENS,1054359.0,197038.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70722279799468,-73.74712750846858,"(40.707222797994675, -73.74712750846858)",24338.0,63.0,3.0,6.0,63.0,63.0,2024
4978,60137568,01/25/2024 07:55:52 PM,01/26/2024 01:11:48 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11004.0,258-15 82 AVENUE,82 AVENUE,258 STREET,259 STREET,258 STREET,259 STREET,ADDRESS,GLEN OAKS,82 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,01/26/2024 04:43:58 AM,13 QUEENS,4087330001.0,QUEENS,1064243.0,209324.0,PHONE,Unspecified,QUEENS,,,,,,,,40.7408608707876,-73.71133163579591,"(40.7408608707876, -73.71133163579591)",16098.0,63.0,3.0,16.0,63.0,63.0,2024
5042,60118619,01/23/2024 08:50:36 AM,01/24/2024 11:53:28 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11421.0,84-23 89 STREET,89 STREET,PARK LANE SOUTH,85 ROAD,PARK LANE SOUTH,85 ROAD,ADDRESS,WOODHAVEN,89 STREET,,Closed,,The Department of Sanitation removed the items.,01/23/2024 03:46:18 PM,09 QUEENS,4088760043.0,QUEENS,1024051.0,193117.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.69664882432593,-73.85646675422247,"(40.69664882432593, -73.85646675422247)",24017.0,46.0,3.0,41.0,60.0,60.0,2024
5043,60113337,01/23/2024 08:41:59 AM,01/23/2024 04:19:00 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11370.0,19 AVENUE,19 AVENUE,19 AVENUE,HAZEN STREET,19 AVENUE,HAZEN STREET,INTERSECTION,,,,Closed,,The Department of Sanitation cleaned the location.,01/23/2024 01:00:00 PM,01 QUEENS,,QUEENS,1013917.0,221214.0,PHONE,Unspecified,QUEENS,,,,,,,,40.77380787209609,-73.89288877802092,"(40.77380787209609, -73.89288877802092)",14781.0,3.0,3.0,4.0,72.0,72.0,2024
5047,60114657,01/23/2024 08:24:39 AM,01/24/2024 11:53:27 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11421.0,84-23 89 STREET,89 STREET,PARK LANE SOUTH,85 ROAD,PARK LANE SOUTH,85 ROAD,ADDRESS,WOODHAVEN,89 STREET,,Closed,,The Department of Sanitation removed the items.,01/23/2024 03:46:13 PM,09 QUEENS,4088760043.0,QUEENS,1024051.0,193117.0,PHONE,Unspecified,QUEENS,,,,,,,,40.69664882432593,-73.85646675422247,"(40.69664882432593, -73.85646675422247)",24017.0,46.0,3.0,41.0,60.0,60.0,2024
5074,60096191,01/21/2024 10:49:21 AM,01/24/2024 11:10:02 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11426.0,83-14 250 STREET,250 STREET,83 AVENUE,HILLSIDE AVENUE,83 AVENUE,HILLSIDE AVENUE,ADDRESS,BELLEROSE,250 STREET,,Closed,,The Department of Sanitation cleaned the location.,01/22/2024 10:51:33 AM,13 QUEENS,4085920011.0,QUEENS,1062412.0,207812.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.73672719916928,-73.71795663295977,"(40.73672719916928, -73.71795663295977)",24335.0,63.0,3.0,16.0,63.0,63.0,2024
5106,60082388,01/19/2024 08:16:27 AM,01/22/2024 02:34:01 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11236.0,1326 EAST   93 STREET,EAST   93 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,ADDRESS,BROOKLYN,EAST   93 STREET,,Closed,,The Department of Sanitation removed the items.,01/19/2024 10:54:02 AM,18 BROOKLYN,3082190003.0,BROOKLYN,1011860.0,171994.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63871736564613,-73.90051728521667,"(40.63871736564613, -73.90051728521667)",13827.0,5.0,2.0,8.0,42.0,42.0,2024
5127,60071783,01/18/2024 10:34:14 AM,01/22/2024 02:21:05 PM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11214.0,96 BAY   49 STREET,BAY   49 STREET,HARWAY AVENUE,CROPSEY AVENUE,HARWAY AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,BAY   49 STREET,,Closed,,The Department of Sanitation cleaned the location.,01/18/2024 01:36:12 PM,13 BROOKLYN,3069160016.0,BROOKLYN,988117.0,153325.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.58751700198012,-73.98607734042524,"(40.58751700198012, -73.98607734042524)",17616.0,21.0,2.0,45.0,35.0,35.0,2024
5169,60034739,01/15/2024 05:45:51 PM,01/24/2024 10:33:47 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11367.0,137-39 75 ROAD,75 ROAD,137 STREET,141 PLACE,137 STREET,141 PLACE,ADDRESS,FLUSHING,75 ROAD,,Closed,,The Department of Sanitation cleaned the location.,01/19/2024 10:01:43 AM,08 QUEENS,4066040075.0,QUEENS,1033310.0,202652.0,PHONE,Unspecified,QUEENS,,,,,,,,40.72277359911575,-73.82300688323872,"(40.72277359911575, -73.82300688323872)",14509.0,25.0,3.0,24.0,65.0,65.0,2024
5173,60033618,01/15/2024 03:52:11 PM,01/19/2024 10:34:45 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11420.0,133-58 124 STREET,124 STREET,133 AVENUE,135 AVENUE,133 AVENUE,135 AVENUE,ADDRESS,SOUTH OZONE PARK,124 STREET,,Closed,,The Department of Sanitation removed the items.,01/16/2024 05:54:13 PM,10 QUEENS,4117820001.0,QUEENS,1035591.0,183804.0,PHONE,Unspecified,QUEENS,,,,,,,,40.67102739592112,-73.81492144122163,"(40.67102739592112, -73.81492144122163)",24016.0,62.0,3.0,46.0,64.0,64.0,2024
5174,60027634,01/15/2024 03:39:26 PM,01/19/2024 10:34:44 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11420.0,133-58 124 STREET,124 STREET,133 AVENUE,135 AVENUE,133 AVENUE,135 AVENUE,ADDRESS,SOUTH OZONE PARK,124 STREET,,Closed,,The Department of Sanitation removed the items.,01/16/2024 05:54:12 PM,10 QUEENS,4117820001.0,QUEENS,1035591.0,183804.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.67102739592112,-73.81492144122163,"(40.67102739592112, -73.81492144122163)",24016.0,62.0,3.0,46.0,64.0,64.0,2024
5185,60035952,01/15/2024 09:19:55 AM,01/19/2024 10:34:43 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11420.0,133-58 124 STREET,124 STREET,133 AVENUE,135 AVENUE,133 AVENUE,135 AVENUE,ADDRESS,SOUTH OZONE PARK,124 STREET,,Closed,,The Department of Sanitation removed the items.,01/16/2024 05:54:11 PM,10 QUEENS,4117820001.0,QUEENS,1035591.0,183804.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.67102739592112,-73.81492144122163,"(40.67102739592112, -73.81492144122163)",24016.0,62.0,3.0,46.0,64.0,64.0,2024
5193,60021476,01/14/2024 05:39:18 PM,01/19/2024 10:34:42 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11420.0,133-58 124 STREET,124 STREET,133 AVENUE,135 AVENUE,133 AVENUE,135 AVENUE,ADDRESS,SOUTH OZONE PARK,124 STREET,,Closed,,The Department of Sanitation removed the items.,01/16/2024 05:54:08 PM,10 QUEENS,4117820001.0,QUEENS,1035591.0,183804.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.67102739592112,-73.81492144122163,"(40.67102739592112, -73.81492144122163)",24016.0,62.0,3.0,46.0,64.0,64.0,2024
5204,60023444,01/14/2024 01:03:48 PM,01/24/2024 10:33:35 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11435.0,85-98 150 STREET,150 STREET,85 DRIVE,86 AVENUE,85 DRIVE,86 AVENUE,ADDRESS,JAMAICA,150 STREET,,Closed,,The Department of Sanitation cleaned the location.,01/19/2024 09:37:33 AM,08 QUEENS,4097260031.0,QUEENS,1037566.0,197578.0,PHONE,Unspecified,QUEENS,,,,,,,,40.70882209007409,-73.8076928022202,"(40.70882209007409, -73.8076928022202)",24340.0,25.0,3.0,24.0,65.0,65.0,2024
5205,60022455,01/14/2024 12:59:20 PM,01/19/2024 10:39:59 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11355.0,154-03 59 AVENUE,59 AVENUE,KISSENA BOULEVARD,154 PLACE,KISSENA BOULEVARD,154 PLACE,ADDRESS,FLUSHING,59 AVENUE,,Closed,,The Department of Sanitation cleaned the location.,01/16/2024 06:25:12 PM,07 QUEENS,4067210023.0,QUEENS,1035576.0,209219.0,PHONE,Unspecified,QUEENS,,,,,,,,40.74078550583587,-73.81478179434114,"(40.74078550583587, -73.81478179434114)",14190.0,22.0,3.0,3.0,67.0,67.0,2024
